file_name,duration_of_speech,count_of_speech,speech_timestamps,mean_speach_duration,duration_of_silence,count_of_silence,silence_timestamps,mean_silence_duration
N-0915-RAT-1-bike.wav,23.7,1,"[{'start': 1.8, 'end': 25.5}]",23.7,3.6799999999999997,2,"[{'start': 0, 'end': 1.8}, {'start': 25.5, 'end': 1.879999999999999}]",1.8399999999999999
N-0998-RAT-1-bike.wav,32.28,7,"[{'start': 5.6, 'end': 11.4}, {'start': 12.7, 'end': 23.2}, {'start': 25.5, 'end': 31.0}, {'start': 32.3, 'end': 33.0}, {'start': 34.4, 'end': 37.3}, {'start': 38.7, 'end': 44.9}, {'start': 47.2, 'end': 47.88}]",4.611428571428571,15.600000000000001,8,"[{'start': 0, 'end': 5.6}, {'start': 11.4, 'end': 1.299999999999999}, {'start': 23.2, 'end': 2.3000000000000007}, {'start': 31.0, 'end': 1.2999999999999972}, {'start': 33.0, 'end': 1.3999999999999986}, {'start': 37.3, 'end': 1.4000000000000057}, {'start': 44.9, 'end': 2.3000000000000043}, {'start': 47.88, 'end': 0.0}]",1.9500000000000002
N-0997-RAT-1-robb.wav,26.7,7,"[{'start': 1.7, 'end': 5.0}, {'start': 6.1, 'end': 10.5}, {'start': 14.3, 'end': 15.8}, {'start': 17.1, 'end': 21.0}, {'start': 22.7, 'end': 25.3}, {'start': 29.0, 'end': 30.4}, {'start': 32.5, 'end': 42.1}]",3.814285714285714,16.500000000000004,8,"[{'start': 0, 'end': 1.7}, {'start': 5.0, 'end': 1.0999999999999996}, {'start': 10.5, 'end': 3.8000000000000007}, {'start': 15.8, 'end': 1.3000000000000007}, {'start': 21.0, 'end': 1.6999999999999993}, {'start': 25.3, 'end': 3.6999999999999993}, {'start': 30.4, 'end': 2.1000000000000014}, {'start': 42.1, 'end': 1.1000000000000014}]",2.0625000000000004
N-1010-RAT-1-robb.wav,19.299999999999997,2,"[{'start': 0.4, 'end': 5.0}, {'start': 6.0, 'end': 20.7}]",9.649999999999999,1.4000000000000021,3,"[{'start': 0, 'end': 0.4}, {'start': 5.0, 'end': 1.0}, {'start': 20.7, 'end': 0.0}]",0.4666666666666674
N-0915-RAT-1-robb.wav,15.200000000000001,4,"[{'start': 1.1, 'end': 4.6}, {'start': 6.1, 'end': 15.2}, {'start': 18.2, 'end': 19.7}, {'start': 22.4, 'end': 23.5}]",3.8000000000000003,8.299999999999999,5,"[{'start': 0, 'end': 1.1}, {'start': 4.6, 'end': 1.5}, {'start': 15.2, 'end': 3.0}, {'start': 19.7, 'end': 2.6999999999999993}, {'start': 23.5, 'end': 0.0}]",1.6599999999999997
N-0927-RAT-1-robb.wav,12.900000000000002,4,"[{'start': 3.3, 'end': 4.3}, {'start': 5.8, 'end': 6.4}, {'start': 8.5, 'end': 17.1}, {'start': 19.0, 'end': 21.7}]",3.2250000000000005,9.839999999999996,5,"[{'start': 0, 'end': 3.3}, {'start': 4.3, 'end': 1.5}, {'start': 6.4, 'end': 2.0999999999999996}, {'start': 17.1, 'end': 1.8999999999999986}, {'start': 21.7, 'end': 1.0399999999999991}]",1.9679999999999993
N-0991-RAT-1-bike.wav,16.08,2,"[{'start': 2.5, 'end': 17.5}, {'start': 18.8, 'end': 19.88}]",8.04,3.8000000000000007,3,"[{'start': 0, 'end': 2.5}, {'start': 17.5, 'end': 1.3000000000000007}, {'start': 19.88, 'end': 0.0}]",1.2666666666666668
N-0901-RAT-1-bike.wav,25.900000000000002,8,"[{'start': 2.2, 'end': 8.4}, {'start': 9.8, 'end': 19.0}, {'start': 20.2, 'end': 22.2}, {'start': 23.4, 'end': 24.1}, {'start': 25.6, 'end': 28.3}, {'start': 33.3, 'end': 34.5}, {'start': 36.0, 'end': 39.0}, {'start': 41.4, 'end': 42.3}]",3.2375000000000003,19.8,9,"[{'start': 0, 'end': 2.2}, {'start': 8.4, 'end': 1.4000000000000004}, {'start': 19.0, 'end': 1.1999999999999993}, {'start': 22.2, 'end': 1.1999999999999993}, {'start': 24.1, 'end': 1.5}, {'start': 28.3, 'end': 4.9999999999999964}, {'start': 34.5, 'end': 1.5}, {'start': 39.0, 'end': 2.3999999999999986}, {'start': 42.3, 'end': 3.4000000000000057}]",2.2
N-0909-RAT-1-robb.wav,20.0,2,"[{'start': 0.3, 'end': 17.3}, {'start': 18.8, 'end': 21.8}]",10.0,1.8200000000000003,3,"[{'start': 0, 'end': 0.3}, {'start': 17.3, 'end': 1.5}, {'start': 21.8, 'end': 0.019999999999999574}]",0.6066666666666668
N-0904-RAT-1-robb.wav,21.599999999999998,2,"[{'start': 1.6, 'end': 20.2}, {'start': 24.4, 'end': 27.4}]",10.799999999999999,5.820000000000004,3,"[{'start': 0, 'end': 1.6}, {'start': 20.2, 'end': 4.199999999999999}, {'start': 27.4, 'end': 0.020000000000003126}]",1.9400000000000013
N-0983-RAT-1-bike.wav,22.5,1,"[{'start': 0.4, 'end': 22.9}]",22.5,1.6799999999999997,2,"[{'start': 0, 'end': 0.4}, {'start': 22.9, 'end': 1.2800000000000011}]",0.8399999999999999
N-1025-RAT-1-robb.wav,22.560000000000002,4,"[{'start': 1.0, 'end': 4.6}, {'start': 6.0, 'end': 14.4}, {'start': 15.7, 'end': 17.6}, {'start': 18.9, 'end': 27.56}]",5.640000000000001,4.9999999999999964,5,"[{'start': 0, 'end': 1.0}, {'start': 4.6, 'end': 1.4000000000000004}, {'start': 14.4, 'end': 1.299999999999999}, {'start': 17.6, 'end': 1.2999999999999972}, {'start': 27.56, 'end': 0.0}]",0.9999999999999993
N-0940-RAT-1-robb.wav,9.2,2,"[{'start': 2.7, 'end': 6.0}, {'start': 7.4, 'end': 13.3}]",4.6,6.020000000000001,3,"[{'start': 0, 'end': 2.7}, {'start': 6.0, 'end': 1.4000000000000004}, {'start': 13.3, 'end': 1.92}]",2.0066666666666673
N-0935-RAT-1-robb.wav,8.2,2,"[{'start': 0.9, 'end': 4.1}, {'start': 5.2, 'end': 10.2}]",4.1,6.6800000000000015,3,"[{'start': 0, 'end': 0.9}, {'start': 4.1, 'end': 1.1000000000000005}, {'start': 10.2, 'end': 4.6800000000000015}]",2.226666666666667
N-0936-RAT-1-robb.wav,12.7,3,"[{'start': 3.9, 'end': 7.2}, {'start': 9.9, 'end': 12.2}, {'start': 13.6, 'end': 20.7}]",4.233333333333333,9.080000000000002,4,"[{'start': 0, 'end': 3.9}, {'start': 7.2, 'end': 2.7}, {'start': 12.2, 'end': 1.4000000000000004}, {'start': 20.7, 'end': 1.0800000000000018}]",2.2700000000000005
N-0984-RAT-1-bike.wav,13.0,1,"[{'start': 2.1, 'end': 15.1}]",13.0,3.460000000000001,2,"[{'start': 0, 'end': 2.1}, {'start': 15.1, 'end': 1.3600000000000012}]",1.7300000000000004
N-0935-RAT-1-bike.wav,9.2,1,"[{'start': 3.7, 'end': 12.9}]",9.2,6.5600000000000005,2,"[{'start': 0, 'end': 3.7}, {'start': 12.9, 'end': 2.8599999999999994}]",3.2800000000000002
N-1015-RAT-1-robb.wav,33.78,10,"[{'start': 2.6, 'end': 10.7}, {'start': 12.1, 'end': 14.5}, {'start': 15.6, 'end': 16.4}, {'start': 17.7, 'end': 23.3}, {'start': 25.7, 'end': 28.0}, {'start': 29.3, 'end': 30.8}, {'start': 36.5, 'end': 38.5}, {'start': 40.8, 'end': 45.2}, {'start': 46.4, 'end': 49.0}, {'start': 50.2, 'end': 54.28}]",3.378,20.5,11,"[{'start': 0, 'end': 2.6}, {'start': 10.7, 'end': 1.4000000000000004}, {'start': 14.5, 'end': 1.0999999999999996}, {'start': 16.4, 'end': 1.3000000000000007}, {'start': 23.3, 'end': 2.3999999999999986}, {'start': 28.0, 'end': 1.3000000000000007}, {'start': 30.8, 'end': 5.699999999999999}, {'start': 38.5, 'end': 2.299999999999997}, {'start': 45.2, 'end': 1.1999999999999957}, {'start': 49.0, 'end': 1.2000000000000028}, {'start': 54.28, 'end': 0.0}]",1.8636363636363635
N-0961-RAT-1-bike.wav,25.9,2,"[{'start': 1.5, 'end': 15.5}, {'start': 20.0, 'end': 31.9}]",12.95,8.54,3,"[{'start': 0, 'end': 1.5}, {'start': 15.5, 'end': 4.5}, {'start': 31.9, 'end': 2.539999999999999}]",2.8466666666666662
N-0928-RAT-1-robb.wav,22.56,3,"[{'start': 7.5, 'end': 13.0}, {'start': 14.2, 'end': 20.1}, {'start': 22.0, 'end': 33.16}]",7.52,10.599999999999998,4,"[{'start': 0, 'end': 7.5}, {'start': 13.0, 'end': 1.1999999999999993}, {'start': 20.1, 'end': 1.8999999999999986}, {'start': 33.16, 'end': 0.0}]",2.6499999999999995
N-0987-RAT-1-bike.wav,19.200000000000003,2,"[{'start': 1.2, 'end': 13.9}, {'start': 15.0, 'end': 21.5}]",9.600000000000001,5.419999999999998,3,"[{'start': 0, 'end': 1.2}, {'start': 13.9, 'end': 1.0999999999999996}, {'start': 21.5, 'end': 3.120000000000001}]",1.806666666666666
N-1004-RAT-1-robb.wav,16.7,2,"[{'start': 1.1, 'end': 17.1}, {'start': 18.2, 'end': 18.9}]",8.35,2.1999999999999993,3,"[{'start': 0, 'end': 1.1}, {'start': 17.1, 'end': 1.0999999999999979}, {'start': 18.9, 'end': 0.0}]",0.7333333333333331
N-1017-RAT-1-robb.wav,23.099999999999998,6,"[{'start': 0.6, 'end': 1.2}, {'start': 4.3, 'end': 8.1}, {'start': 9.5, 'end': 14.4}, {'start': 16.4, 'end': 22.9}, {'start': 24.0, 'end': 25.3}, {'start': 26.3, 'end': 32.3}]",3.8499999999999996,11.120000000000001,7,"[{'start': 0, 'end': 0.6}, {'start': 1.2, 'end': 3.0999999999999996}, {'start': 8.1, 'end': 1.4000000000000004}, {'start': 14.4, 'end': 1.9999999999999982}, {'start': 22.9, 'end': 1.1000000000000014}, {'start': 25.3, 'end': 1.0}, {'start': 32.3, 'end': 1.9200000000000017}]",1.5885714285714287
N-0991-RAT-1-robb.wav,18.7,1,"[{'start': 1.0, 'end': 19.7}]",18.7,2.3000000000000007,2,"[{'start': 0, 'end': 1.0}, {'start': 19.7, 'end': 1.3000000000000007}]",1.1500000000000004
